Facility Number,School Type,Facility Name,Facility Address,County,Tdap/Td,Meningococcal,Hepatitis A,Hepatitis B,MMR,Polio,Varicella
9119903000,Public ISD,PERRIN-WHITT CISD,"216 N BENSON, PERRIN, TX, .",Jack,82.6086956521739%,82.6086956521739%,82.6086956521739%,82.6086956521739%,82.6086956521739%,82.6086956521739%,82.6086956521739%
9179901000,Public ISD,PERRYTON ISD,"P O BOX 1048, PERRYTON, TX, .",Ochiltree,95.8904109589041%,96.5753424657534%,95.2054794520548%,96.5753424657534%,96.5753424657534%,95.8904109589041%,96.5753424657534%
9095904000,Public ISD,PETERSBURG ISD,"P O BOX 160, PETERSBURG, TX, .",Hale,100%,100%,100%,100%,100%,100%,100%
9039903000,Public ISD,PETROLIA CISD,"P O BOX 176, PETROLIA, TX, .",Clay,89.4736842105263%,92.1052631578947%,100%,100%,100%,100%,100%
9013903000,Public ISD,PETTUS ISD,"P O BOX D, PETTUS, TX, .",Bee,94.1176470588235%,91.1764705882353%,100%,100%,100%,100%,100%
9172905000,Public ISD,PEWITT CISD,"P O BOX 1106, OMAHA, TX, .",Morris,100%,100%,100%,100%,100%,100%,100%
9227904000,Public ISD,PFLUGERVILLE ISD,"1401 W PECAN ST, PFLUGERVILLE, TX, .",Travis,99.7159090909091%,100%,99.2613636363636%,99.7159090909091%,99.8295454545455%,99.7159090909091%,99.375%
9108909000,Public ISD,PHARR-SAN JUAN-ALAMO ISD,"P O BOX 1150, PHARR, TX, .",Hidalgo,97.6447497546614%,97.3994111874387%,99.8037291462218%,99.7546614327772%,99.6565260058881%,99.4602551521099%,99.3130520117763%
9061903000,Public ISD,PILOT POINT ISD,"829 S HARRISON ST, PILOT POINT, TX, .",Denton,95.0413223140496%,95.0413223140496%,96.6942148760331%,98.3471074380165%,98.3471074380165%,98.3471074380165%,96.6942148760331%
9092904000,Public ISD,PINE TREE ISD,"P O BOX 5878, LONGVIEW, TX, .",Gregg,96.9230769230769%,96.9230769230769%,98.4615384615385%,98.7692307692308%,98.7692307692308%,98.7692307692308%,98.7692307692308%
9003801000,Public ISD,PINEYWOODS COMMUNITY ACADEMY,"602 S RAGUET, LUFKIN, TX, .",Angelina,94.1176470588235%,94.1176470588235%,94.1176470588235%,94.1176470588235%,94.1176470588235%,94.1176470588235%,94.1176470588235%
9057850000,Public ISD,PIONEER TECHNOLOGY & ARTS ACADEMY,"15720 HILLCREST RD, DALLAS, TX, .",Dallas,96.0159362549801%,96.0159362549801%,96.0159362549801%,96.0159362549801%,96.0159362549801%,96.0159362549801%,96.0159362549801%
9032902000,Public ISD,PITTSBURG ISD,"P O BOX 1189, PITTSBURG, TX, .",Camp,98.0891719745223%,98.7261146496815%,98.0891719745223%,100%,100%,99.3630573248408%,99.3630573248408%
9251902000,Public ISD,PLAINS ISD,"P O BOX 479, PLAINS, TX, .",Yoakum,100%,100%,96.7741935483871%,100%,100%,100%,96.7741935483871%
9095905000,Public ISD,PLAINVIEW ISD,"P O BOX 1540, PLAINVIEW, TX, .",Hale,99.0936555891239%,99.0936555891239%,100%,100%,100%,100%,100%
9043910000,Public ISD,PLANO ISD,"2700 W 15TH, PLANO, TX, .",Collin,95.6869465866895%,96.4867180805484%,95.6583833190517%,97.1436732362182%,99.6286775207084%,96.8866038274779%,96.7723507569266%
9019912000,Public ISD,PLEASANT GROVE ISD,"8500 N KINGS HWY, TEXARKANA, TX, .",Bowie,95.1807228915663%,95.1807228915663%,99.3975903614458%,98.7951807228916%,98.7951807228916%,98.7951807228916%,98.7951807228916%
9007905000,Public ISD,PLEASANTON ISD,"831 STADIUM DR, PLEASANTON, TX, .",Atascosa,97.3684210526316%,97.3684210526316%,97.7443609022556%,97.7443609022556%,97.7443609022556%,97.7443609022556%,97.7443609022556%
9117904000,Public ISD,PLEMONS-STINNETT-PHILLIPS CISD,"P O BOX 3440, STINNETT, TX, .",Hutchinson,100%,100%,100%,100%,100%,100%,100%
9031909000,Public ISD,POINT ISABEL ISD,"101 PORT RD, PORT ISABEL, TX, .",Cameron,97.6%,97.6%,100%,100%,100%,100%,100%
9061906000,Public ISD,PONDER ISD,"400 W BAILEY ST, PONDER, TX, .",Denton,96.6942148760331%,96.6942148760331%,96.6942148760331%,96.6942148760331%,96.6942148760331%,96.6942148760331%,96.6942148760331%
9184901000,Public ISD,POOLVILLE ISD,"16025 FM 920, POOLVILLE, TX, .",Parker,91.8032786885246%,93.4426229508197%,91.8032786885246%,91.8032786885246%,93.4426229508197%,91.8032786885246%,91.8032786885246%
9178908000,Public ISD,PORT ARANSAS ISD,"100 S STATION ST, PORT ARANSAS, TX, .",Nueces,96.969696969697%,96.969696969697%,96.969696969697%,96.969696969697%,96.969696969697%,96.969696969697%,96.969696969697%
9123907000,Public ISD,PORT ARTHUR ISD,"P O BOX 1388, PORT ARTHUR, TX, .",Jefferson,99.609375%,99.609375%,99.4140625%,100%,99.8046875%,99.8046875%,99.609375%
9123908000,Public ISD,PORT NECHES-GROVES ISD,"776 MAGNOLIA, PORT NECHES, TX, .",Jefferson,96.6321243523316%,96.6321243523316%,96.6321243523316%,97.6683937823834%,97.6683937823834%,97.6683937823834%,96.6321243523316%
9085902000,Public ISD,POST ISD,"501 S AVE K, POST, TX, .",Garza,94.2307692307692%,94.2307692307692%,98.0769230769231%,98.0769230769231%,98.0769230769231%,98.0769230769231%,98.0769230769231%
9007906000,Public ISD,POTEET ISD,"P O BOX 138, POTEET, TX, .",Atascosa,97.8260869565217%,97.8260869565217%,98.5507246376812%,99.2753623188406%,98.5507246376812%,98.5507246376812%,98.5507246376812%
9247904000,Public ISD,POTH ISD,"P O BOX 250, POTH, TX, .",Wilson,98.75%,98.75%,100%,100%,100%,100%,100%
9091913000,Public ISD,POTTSBORO ISD,"P O BOX 555, POTTSBORO, TX, .",Grayson,92.1052631578947%,91.2280701754386%,93.859649122807%,93.859649122807%,93.859649122807%,93.859649122807%,93.859649122807%
9028906000,Public ISD,PRAIRIE LEA ISD,"P O BOX 9, PRAIRIE LEA, TX, .",Caldwell,90.9090909090909%,95.4545454545455%,95.4545454545455%,95.4545454545455%,95.4545454545455%,95.4545454545455%,95.4545454545455%
9139912000,Public ISD,PRAIRILAND ISD,"466 FM 196 S, PATTONVILLE, TX, .",Lamar,97.4025974025974%,97.4025974025974%,97.4025974025974%,97.4025974025974%,97.4025974025974%,97.4025974025974%,97.4025974025974%
9125905000,Public ISD,PREMONT ISD,"P O BOX 530, PREMONT, TX, .",Jim Wells,96.7213114754098%,95.0819672131148%,100%,100%,100%,100%,100%
9189902000,Public ISD,PRESIDIO ISD,"P O BOX 1401, PRESIDIO, TX, .",Presidio,100%,100%,98.4848484848485%,100%,100%,100%,100%
9167904000,Public ISD,PRIDDY ISD,"P O BOX 40, PRIDDY, TX, .",Mills,100%,100%,100%,100%,100%,100%,100%
9043911000,Public ISD,PRINCETON ISD,"321 PANTHER PKWY, PRINCETON, TX, .",Collin,94.8795180722892%,92.921686746988%,96.6867469879518%,98.0421686746988%,98.0421686746988%,97.7409638554217%,96.9879518072289%
9098903000,Public ISD,PRINGLE-MORSE CISD,"P O BOX 109, MORSE, TX, .",Hansford,100%,100%,100%,100%,100%,100%,100%
9014803000,Public ISD,PRIORITY CHARTER SCHOOLS,"275 FM 2483, MORGANS POINT RESORT, TX, .",Bell,79.4117647058824%,76.4705882352941%,94.1176470588235%,94.1176470588235%,94.1176470588235%,94.1176470588235%,94.1176470588235%
9108910000,Public ISD,PROGRESO ISD,"P O BOX 610, PROGRESO, TX, .",Hidalgo,100%,100%,100%,100%,100%,100%,100%
9043912000,Public ISD,PROSPER ISD,"605 E 7TH ST, PROSPER, TX, .",Collin,94.7320617620345%,94.6866485013624%,97.1389645776567%,97.3206176203452%,97.275204359673%,97.4568574023615%,96.866485013624%
7220187001,Private School,Pantego Christian Academy,"2201 W Park Row, Arlington, TX, .",Tarrant,90.4761904761905%,90.4761904761905%,100%,100%,100%,100%,100%
7227131001,Private School,Paragon Preparatory School,"2001 W. Koenig Lane, Austin, TX, .",Travis,100%,100%,100%,100%,100%,100%,100%
7057192101,Private School,Parish Episcopal School,"4101 Sigma Rd, Dallas, TX, .",Dallas,98.9247311827957%,98.9247311827957%,98.9247311827957%,98.9247311827957%,98.9247311827957%,98.9247311827957%,98.9247311827957%
7043440001,Private School,Pathway Christian Preparatory Academy (D,"6160 Warren Pkwy, Frisco, TX, .",Collin,83.3333333333333%,83.3333333333333%,83.3333333333333%,83.3333333333333%,83.3333333333333%,83.3333333333333%,83.3333333333333%
7101107001,Private School,Pines Montessori School,"3535 Cedar Knolls Dr, Kingwood, TX, .",Harris,85.7142857142857%,85.7142857142857%,85.7142857142857%,85.7142857142857%,85.7142857142857%,85.7142857142857%,85.7142857142857%
7129190010,Private School,Poetry Community Christian Schools,"18688 FM 986, Poetry, TX, .",Kaufman,77.7777777777778%,77.7777777777778%,88.8888888888889%,88.8888888888889%,88.8888888888889%,88.8888888888889%,88.8888888888889%
7101171101,Private School,Presbyterian School,"40 Oakdale Street, Houston, TX, .",Harris,100%,100%,100%,100%,100%,100%,100%
7043153101,Private School,Prestonwood Christian Academy,"6801 W Park Blvd, Plano, TX, .",Collin,90.8536585365854%,90.8536585365854%,92.0731707317073%,91.4634146341464%,91.4634146341464%,92.0731707317073%,90.8536585365854%
7057100136,Private School,Prince of Peace Catholic School Plano,"5100 Plano Pkwy W, Plano, TX, .",Collin,97.5903614457831%,97.5903614457831%,98.7951807228916%,100%,100%,100%,100%
7057151101,Private School,Prince of Peace Christian School Carroll,"4004 N Midway Rd, Carrollton, TX, .",Dallas,79.4871794871795%,79.4871794871795%,92.3076923076923%,92.3076923076923%,92.3076923076923%,92.3076923076923%,92.3076923076923%
7057620001,Private School,Providence Academy (NAUMS),"1388 State Highway 205, Rockwall, TX, .",Rockwall,88.2352941176471%,88.2352941176471%,88.2352941176471%,88.2352941176471%,88.2352941176471%,88.2352941176471%,88.2352941176471%
7015100010,Private School,Providence Catholic School,"1215 N. St. Mary's Street, San Antonio, TX, .",Bexar,50%,42.3076923076923%,100%,100%,100%,100%,100%
7057134402,Private School,Providence Christian School of Texas,"5002 W. Lovers Lane, Dallas, TX, .",Dallas,86.046511627907%,83.7209302325582%,88.3720930232558%,86.046511627907%,86.046511627907%,86.046511627907%,88.3720930232558%
7014300001,Private School,Providence Preparatory School,"506 N. Main St., Belton, TX, .",Bell,91.1764705882353%,91.1764705882353%,91.1764705882353%,91.1764705882353%,91.1764705882353%,91.1764705882353%,91.1764705882353%
9099903000,Public ISD,QUANAH ISD,"P O BOX 150, QUANAH, TX, .",Hardeman,96.6666666666667%,96.6666666666667%,96.6666666666667%,96.6666666666667%,96.6666666666667%,96.6666666666667%,96.6666666666667%
9034907000,Public ISD,QUEEN CITY ISD,"P O BOX 128, QUEEN CITY, TX, .",Cass,94.3661971830986%,94.3661971830986%,98.5915492957746%,98.5915492957746%,98.5915492957746%,98.5915492957746%,98.5915492957746%
9116908000,Public ISD,QUINLAN ISD,"401 E RICHMOND, QUINLAN, TX, .",Hunt,97.2972972972973%,97.2972972972973%,98.1981981981982%,98.1981981981982%,98.1981981981982%,98.1981981981982%,98.1981981981982%
9250904000,Public ISD,QUITMAN ISD,"600 N WINNSBORRO, QUITMAN, TX, .",Wood,94.1176470588235%,94.1176470588235%,96.4705882352941%,96.4705882352941%,96.4705882352941%,96.4705882352941%,96.4705882352941%
7057110001,Private School,Qalam Collegiate Academy,"101 W. Buckingham Rd. Suite 201, Richardson, TX, .",Dallas,95.8333333333333%,91.6666666666667%,95.8333333333333%,95.8333333333333%,95.8333333333333%,95.8333333333333%,95.8333333333333%
9190903000,Public ISD,RAINS ISD,"P O BOX 247, EMORY, TX, .",Rains,91.6666666666667%,91.6666666666667%,93.939393939394%,93.939393939394%,93.939393939394%,94.6969696969697%,93.939393939394%
9054903000,Public ISD,RALLS ISD,"1082 4TH ST, RALLS, TX, .",Crosby,100%,100%,100%,100%,100%,100%,100%
9015906000,Public ISD,RANDOLPH FIELD ISD,"P O BOX 2217, UNIVERSAL CITY, TX, .",Bexar,95.1612903225807%,95.1612903225807%,95.9677419354839%,95.9677419354839%,95.9677419354839%,95.9677419354839%,95.9677419354839%
9067907000,Public ISD,RANGER ISD,"1842 LOOP 254 E, RANGER, TX, .",Eastland,96%,96%,96%,96%,96%,96%,96%
9231902000,Public ISD,RANKIN ISD,"P O BOX 90, RANKIN, TX, .",Upton,100%,100%,100%,100%,100%,100%,100%
9161802000,Public ISD,RAPOPORT ACADEMY PUBLIC SCHOOL,"1020 ELM AVE BLDG 100, WACO, TX, .",Mclennan,71.6417910447761%,73.134328358209%,100%,100%,100%,100%,100%
9101806000,Public ISD,RAUL YZAGUIRRE SCHOOLS FOR SUCCESS,"2950 BROADWAY, HOUSTON, TX, .",Harris,83.8383838383839%,86.8686868686869%,90.9090909090909%,91.9191919191919%,93.939393939394%,88.8888888888889%,93.939393939394%
9245903000,Public ISD,RAYMONDVILLE ISD,"419 FM 3168, RAYMONDVILLE, TX, .",Willacy,90%,90.6666666666667%,98.6666666666667%,99.3333333333333%,99.3333333333333%,99.3333333333333%,99.3333333333333%
9192901000,Public ISD,REAGAN COUNTY ISD,"1111 E TWELFTH ST, BIG LAKE, TX, .",Reagan,100%,100%,100%,100%,100%,100%,100%
9019911000,Public ISD,RED LICK ISD,"3511 N FM 2148, TEXARKANA, TX, .",Bowie,88.8888888888889%,88.8888888888889%,93.3333333333333%,93.3333333333333%,93.3333333333333%,93.3333333333333%,93.3333333333333%
9070911000,Public ISD,RED OAK ISD,"P O BOX 9000, RED OAK, TX, .",Ellis,97.2762645914397%,97.2762645914397%,98.2490272373541%,98.8326848249027%,98.6381322957199%,98.8326848249027%,98.0544747081712%
9019906000,Public ISD,REDWATER ISD,"P O BOX 347, REDWATER, TX, .",Bowie,98.7341772151899%,98.7341772151899%,98.7341772151899%,98.7341772151899%,98.7341772151899%,98.7341772151899%,98.7341772151899%
9196903000,Public ISD,REFUGIO ISD,"212 W VANCE ST, REFUGIO, TX, .",Refugio,97.6744186046512%,97.6744186046512%,100%,100%,100%,100%,100%
9101876000,Public ISD,REVE PREPARATORY CHARTER SCHOOL,"P O BOX 450165, HOUSTON, TX, .",Harris,57.1428571428571%,61.9047619047619%,85.7142857142857%,80.952380952381%,76.1904761904762%,80.952380952381%,76.1904761904762%
9137902000,Public ISD,RICARDO ISD,"138 W CR 2160, KINGSVILLE, TX, .",Kleberg,98.3333333333333%,98.3333333333333%,98.3333333333333%,98.3333333333333%,98.3333333333333%,98.3333333333333%,98.3333333333333%
9045903000,Public ISD,RICE CISD,"P O BOX 338, ALTAIR, TX, .",Colorado,96.8085106382979%,96.8085106382979%,96.8085106382979%,96.8085106382979%,96.8085106382979%,96.8085106382979%,96.8085106382979%
9175911000,Public ISD,RICE ISD,"1302 SW MCKINNEY ST, RICE, TX, .",Navarro,98.6486486486487%,100%,100%,98.6486486486487%,100%,100%,100%
9093905000,Public ISD,RICHARDS ISD,"9477 PANTHER DR, RICHARDS, TX, .",Grimes,100%,94.7368421052632%,100%,100%,100%,100%,100%
9057916000,Public ISD,RICHARDSON ISD,"400 S GREENVILLE AVE, RICHARDSON, TX, .",Dallas,97.2084130019121%,97.131931166348%,98.7380497131931%,98.508604206501%,98.3938814531549%,98.3556405353728%,98.2026768642447%
9206902000,Public ISD,RICHLAND SPRINGS ISD,"700 W COYOTE TRL, RICHLAND SPRINGS, TX, .",San Saba,83.3333333333333%,83.3333333333333%,83.3333333333333%,83.3333333333333%,83.3333333333333%,83.3333333333333%,83.3333333333333%
9161912000,Public ISD,RIESEL ISD,"600 FREDERICK, RIESEL, TX, .",Mclennan,96.3636363636364%,96.3636363636364%,96.3636363636364%,100%,100%,100%,98.1818181818182%
9214901000,Public ISD,RIO GRANDE CITY GRULLA ISD,"FORT RINGGOLD, RIO GRANDE CITY, TX, .",Starr,95.6647398843931%,95.6647398843931%,99.8554913294798%,100%,100%,99.8554913294798%,100%
9031911000,Public ISD,RIO HONDO ISD,"215 W COLORADO, RIO HONDO, TX, .",Cameron,98.1818181818182%,98.1818181818182%,98.1818181818182%,98.1818181818182%,98.1818181818182%,98.1818181818182%,98.1818181818182%
9126907000,Public ISD,RIO VISTA ISD,"P O BOX 369, RIO VISTA, TX, .",Johnson,84.8101265822785%,86.0759493670886%,89.873417721519%,89.873417721519%,89.873417721519%,89.873417721519%,89.873417721519%
9152802000,Public ISD,RISE ACADEMY,"207 N MARTIN LUTHER KING BLVD, LUBBOCK, TX, .",Lubbock,100%,100%,100%,100%,100%,100%,100%
9067908000,Public ISD,RISING STAR ISD,"P O BOX 37, RISING STAR, TX, .",Eastland,100%,100%,100%,100%,100%,100%,100%
9188902000,Public ISD,RIVER ROAD ISD,"9500 U S 287 N, AMARILLO, TX, .",Potter,98.8235294117647%,98.8235294117647%,98.8235294117647%,100%,100%,100%,100%
9194903000,Public ISD,RIVERCREST ISD,"4100 US HWY 271 S, BOGATA, TX, .",Red River,100%,100%,100%,100%,98.0769230769231%,100%,98.0769230769231%
9041902000,Public ISD,ROBERT LEE ISD,"1323 HAMILTON ST, ROBERT LEE, TX, .",Coke,96.1538461538462%,96.1538461538462%,96.1538461538462%,96.1538461538462%,96.1538461538462%,96.1538461538462%,96.1538461538462%
9161922000,Public ISD,ROBINSON ISD,"500 W LYNDALE, ROBINSON, TX, .",Mclennan,93.6274509803922%,94.1176470588235%,97.0588235294118%,97.5490196078431%,97.5490196078431%,97.5490196078431%,97.0588235294118%
9178909000,Public ISD,ROBSTOWN ISD,"801 N 1ST ST, ROBSTOWN, TX, .",Nueces,99.3827160493827%,98.7654320987654%,100%,100%,100%,100%,100%
9076903000,Public ISD,ROBY CISD,"P O BOX 519, ROBY, TX, .",Fisher,95%,95%,100%,100%,100%,100%,100%
9160904000,Public ISD,ROCHELLE ISD,"P O BOX 167, ROCHELLE, TX, .",Mcculloch,83.3333333333333%,83.3333333333333%,83.3333333333333%,83.3333333333333%,83.3333333333333%,83.3333333333333%,83.3333333333333%
9166904000,Public ISD,ROCKDALE ISD,"P O BOX 632, ROCKDALE, TX, .",Milam,94.8453608247423%,94.8453608247423%,98.9690721649485%,100%,100%,98.9690721649485%,98.9690721649485%
9004901000,Public ISD,ROCKPORT-FULTON ISD,"P O BOX 907, ROCKPORT, TX, .",Aransas,98.2832618025751%,98.7124463519313%,97.8540772532189%,98.2832618025751%,98.2832618025751%,98.2832618025751%,98.2832618025751%
9069901000,Public ISD,ROCKSPRINGS ISD,"P O BOX 157, ROCKSPRINGS, TX, .",Edwards,100%,100%,100%,100%,100%,100%,100%
9199901000,Public ISD,ROCKWALL ISD,"1050 WILLIAMS, ROCKWALL, TX, .",Rockwall,93.6519258202568%,93.6519258202568%,96.7189728958631%,97.0756062767475%,96.7189728958631%,96.7902995720399%,96.7902995720399%
9014907000,Public ISD,ROGERS ISD,"1 EAGLE DR, ROGERS, TX, .",Bell,98.3870967741936%,98.3870967741936%,98.3870967741936%,98.3870967741936%,98.3870967741936%,98.3870967741936%,98.3870967741936%
9214903000,Public ISD,ROMA ISD,"P O BOX 187, ROMA, TX, .",Starr,94.0425531914894%,93.4042553191489%,99.5744680851064%,100%,99.7872340425532%,99.1489361702128%,99.1489361702128%
9152908000,Public ISD,ROOSEVELT ISD,"1406 CR 3300, LUBBOCK, TX, .",Lubbock,97.8723404255319%,97.8723404255319%,97.8723404255319%,97.8723404255319%,97.8723404255319%,97.8723404255319%,97.8723404255319%
9110905000,Public ISD,ROPES ISD,"304 RANCH, ROPESVILLE, TX, .",Hockley,97.4358974358975%,97.4358974358975%,97.4358974358975%,97.4358974358975%,97.4358974358975%,97.4358974358975%,97.4358974358975%
9177901000,Public ISD,ROSCOE COLLEGIATE ISD,"P O BOX 579, ROSCOE, TX, .",Nolan,82.8571428571429%,82.8571428571429%,100%,100%,100%,100%,100%
9073905000,Public ISD,ROSEBUD-LOTT ISD,"P O BOX 638, ROSEBUD, TX, .",Falls,57.1428571428571%,57.1428571428571%,95.9183673469388%,93.8775510204082%,97.9591836734694%,95.9183673469388%,95.9183673469388%
9076904000,Public ISD,ROTAN ISD,"102 N MCKINLEY AVE, ROTAN, TX, .",Fisher,95%,95%,95%,100%,100%,100%,100%
9246909000,Public ISD,ROUND ROCK ISD,"1311 ROUND ROCK AVE, ROUND ROCK, TX, .",Williamson,96.9125214408233%,96.7695826186392%,96.6266437964551%,97.2269868496284%,97.284162378502%,97.1412235563179%,97.0554602630074%
9075908000,Public ISD,ROUND TOP-CARMINE ISD,"P O BOX 385, CARMINE, TX, .",Fayette,95.2380952380952%,95.2380952380952%,95.2380952380952%,95.2380952380952%,95.2380952380952%,95.2380952380952%,95.2380952380952%
9237905000,Public ISD,ROYAL ISD,"P O BOX 489, PATTISON, TX, .",Waller,99.4897959183674%,99.4897959183674%,99.4897959183674%,97.4489795918367%,100%,100%,100%
9015842000,Public ISD,ROYAL PUBLIC SCHOOLS,"4018 S PRESA ST, SAN ANTONIO, TX, .",Bexar,88.2352941176471%,52.9411764705882%,88.2352941176471%,88.2352941176471%,82.3529411764706%,88.2352941176471%,82.3529411764706%
9199902000,Public ISD,ROYSE CITY ISD,"1412 FM 1777, ROYSE CITY, TX, .",Rockwall,95.0138504155125%,95.0138504155125%,95.5678670360111%,96.1218836565097%,96.1218836565097%,95.983379501385%,95.8448753462604%
9104903000,Public ISD,RULE ISD,"1100 UNION AVE, RULE, TX, .",Haskell,100%,100%,100%,100%,100%,100%,100%
9128903000,Public ISD,RUNGE ISD,"P O BOX 158, RUNGE, TX, .",Karnes,100%,100%,100%,100%,100%,100%,100%
9037907000,Public ISD,RUSK ISD,"203 E 7TH ST, RUSK, TX, .",Cherokee,97.9591836734694%,97.9591836734694%,98.6394557823129%,98.6394557823129%,97.9591836734694%,98.6394557823129%,98.6394557823129%
7071181001,Private School,Radford School,"2001 Radford St, El Paso, TX, .",El Paso,95.2380952380952%,95.2380952380952%,100%,100%,100%,100%,100%
7227190002,Private School,Rawson-Saunders School,"2614A Exposition Blvd, Austin, TX, .",Travis,100%,100%,100%,100%,100%,100%,100%
7227151101,Private School,Redeemer Lutheran School Austin,"1500 West Anderson Lane, Austin, TX, .",Travis,95.3488372093024%,95.3488372093024%,95.3488372093024%,95.3488372093024%,95.3488372093024%,95.3488372093024%,95.3488372093024%
7174110001,Private School,Regents Academy,"200 NE Stallings Dr., Nacogdoches, TX, .",Nacogdoches,75%,75%,85%,80%,80%,80%,80%
7227230001,Private School,Regents School of Austin,"3230 Travis Country Circle, Austin, TX, .",Travis,85.3932584269663%,86.5168539325843%,92.1348314606742%,88.7640449438202%,91.0112359550562%,91.0112359550562%,91.0112359550562%
7227161001,Private School,Renaissance Academy,"14401 Owen-Tech Blvd, Austin, TX, .",Travis,100%,100%,100%,100%,100%,100%,100%
7101100122,Private School,Resurrection Catholic School,"916 Majestic St, Houston, TX, .",Harris,100%,100%,100%,100%,100%,100%,100%
